Id,Predicted
627-696,False
80-449,False
496-665,False
2-393,False
409-431,False
257-344,False
280-755,False
358-560,False
177-805,False
615-821,False
580-742,False
30-541,False
71-294,False
235-610,False
526-937,False
31-890,False
591-643,False
416-674,False
410-495,False
223-610,False
522-833,False
319-424,False
17-316,False
434-786,False
208-787,False
208-933,False
51-135,False
163-446,False
436-580,False
351-935,False
240-728,False
345-898,False
677-925,False
502-933,False
744-774,False
112-576,False
132-941,False
126-305,False
319-723,False
124-226,False
54-280,False
187-836,False
661-751,False
508-889,False
679-811,False
188-714,False
450-791,False
422-469,False
346-351,False
65-527,False
368-410,False
300-735,False
89-732,False
774-916,False
91-395,False
283-889,False
324-875,False
714-876,False
30-174,False
264-704,False
313-591,False
615-661,False
296-342,False
188-563,False
44-629,False
66-115,False
737-854,False
310-830,False
66-78,False
405-890,False
29-842,False
19-233,False
42-527,False
264-919,False
274-902,False
15-107,False
410-707,False
98-169,False
436-489,False
448-722,False
400-438,False
469-511,False
338-501,False
344-822,False
85-774,False
40-326,False
267-833,False
143-285,False
804-891,False
83-511,False
503-526,False
61-562,False
26-704,False
177-556,False
153-581,False
90-873,False
27-898,False
641-811,False
177-545,False
65-476,False
206-815,False
345-689,False
641-778,False
206-679,False
30-514,False
502-683,False
189-801,False
379-710,False
342-728,False
54-664,False
11-118,False
408-468,False
382-410,False
595-875,False
582-876,False
78-746,False
423-584,False
90-747,False
151-833,False
467-610,False
312-819,False
66-933,False
865-888,False
110-124,False
599-817,False
774-933,False
710-783,False
223-723,False
661-704,False
24-363,False
205-308,False
275-377,False
135-199,False
199-267,False
235-292,False
43-865,False
11-889,False
27-780,False
98-197,False
118-825,False
1-339,False
178-428,False
25-679,False
423-786,False
126-638,False
118-246,False
101-486,False
450-591,False
170-223,False
25-48,False
599-819,False
233-778,False
467-857,False
25-938,False
768-901,False
501-813,False
226-834,False
316-363,False
634-739,False
40-740,False
696-938,False
10-242,False
693-716,False
448-842,False
105-757,False
76-206,False
643-803,False
416-445,False
792-933,False
91-514,False
588-816,False
768-859,False
25-918,False
305-367,False
174-280,False
294-431,False
274-312,False
523-683,False
132-301,False
757-780,False
184-880,False
465-912,False
235-922,False
107-301,False
277-503,False
17-734,False
54-82,False
187-679,False
508-737,False
685-900,False
786-839,False
197-734,False
137-839,False
115-480,False
222-445,False
130-817,False
449-924,False
163-531,False
364-440,False
26-399,False
115-310,False
197-410,False
208-422,False
65-436,False
153-551,False
139-434,False
85-415,False
514-916,False
371-696,False
673-679,False
170-692,False
25-834,False
716-728,False
505-842,False
1-126,False
15-918,False
887-927,False
199-239,False
682-822,False
169-888,False
54-274,False
445-815,False
363-379,False
130-775,False
912-941,False
434-508,False
338-445,False
448-630,False
189-696,False
211-551,False
85-195,False
275-638,False
772-814,False
1-707,False
233-653,False
294-935,False
272-734,False
199-319,False
409-665,False
476-857,False
446-582,False
208-324,False
202-783,False
2-226,False
95-579,False
177-527,False
442-711,False
313-458,False
698-753,False
55-902,False
189-468,False
115-830,False
693-833,False
51-305,False
150-526,False
431-816,False
31-382,False
208-338,False
496-704,False
474-782,False
226-755,False
792-821,False
336-728,False
44-400,False
118-486,False
202-516,False
163-737,False
150-875,False
78-845,False
118-582,False
319-421,False
371-822,False
507-677,False
503-637,False
124-742,False
14-792,False
11-584,False
280-431,False
714-754,False
261-938,False
315-735,False
436-541,False
378-916,False
105-814,False
274-315,False
31-942,False
358-737,False
26-226,False
30-327,False
345-577,False
187-737,False
502-734,False
844-909,False
80-240,False
226-412,False
235-902,False
377-735,False
197-716,False
36-584,False
310-641,False
86-768,False
792-888,False
10-822,False
508-514,False
401-876,False
358-714,False
31-634,False
450-507,False
189-699,False
503-583,False
581-714,False
447-487,False
452-465,False
229-294,False
83-840,False
541-716,False
422-465,False
627-896,False
187-630,False
195-346,False
232-859,False
452-942,False
65-817,False
281-412,False
197-712,False
613-637,False
61-89,False
367-778,False
287-551,False
83-819,False
563-853,False
141-369,False
202-467,False
229-438,False
274-607,False
458-641,False
434-582,False
582-699,False
15-261,False
229-692,False
698-764,False
43-891,False
15-912,False
444-643,False
61-434,False
447-811,False
11-240,False
294-319,False
280-787,False
89-816,False
160-399,False
577-816,False
510-811,False
468-824,False
54-496,False
307-310,False
673-935,False
560-934,False
414-446,False
141-261,False
140-812,False
53-424,False
467-580,False
833-919,False
156-698,False
44-854,False
502-824,False
408-638,False
40-891,False
235-275,False
410-817,False
301-865,False
48-452,False
409-783,False
674-774,False
714-845,False
267-801,False
36-857,False
315-436,False
400-482,False
329-607,False
197-653,False
462-938,False
161-336,False
118-563,False
61-817,False
121-133,False
738-844,False
782-925,False
91-896,False
275-501,False
123-728,False
202-643,False
219-889,False
40-581,False
341-667,False
246-264,False
300-804,False
25-813,False
305-522,False
503-764,False
610-744,False
480-910,False
208-327,False
434-677,False
560-629,False
113-462,False
376-910,False
579-768,False
514-670,False
123-434,False
711-825,False
341-859,False
339-804,False
595-880,False
434-744,False
458-634,False
153-661,False
54-927,False
683-918,False
588-723,False
261-474,False
71-684,False
424-934,False
126-787,False
141-562,False
292-900,False
319-474,False
15-782,False
71-223,False
215-409,False
76-887,False
141-242,False
49-177,False
177-275,False
123-923,False
313-740,False
329-750,False
659-710,False
342-842,False
445-744,False
643-782,False
400-507,False
110-919,False
184-732,False
507-902,False
113-588,False
377-390,False
25-305,False
315-887,False
378-843,False
42-934,False
824-887,False
379-792,False
329-692,False
638-889,False
442-531,False
502-854,False
219-746,False
766-834,False
576-927,False
669-707,False
105-551,False
629-649,False
442-888,False
319-938,False
21-821,False
110-300,False
91-140,False
358-579,False
324-480,False
489-816,False
135-728,False
83-804,False
103-919,False
569-791,False
140-937,False
17-778,False
123-757,False
424-735,False
211-345,False
401-744,False
137-728,False
38-480,False
80-355,False
274-486,False
135-308,False
422-817,False
48-112,False
103-137,False
103-280,False
50-292,False
363-693,False
336-817,False
211-910,False
315-538,False
733-942,False
91-187,False
576-643,False
641-865,False
405-830,False
563-887,False
101-448,False
400-896,False
107-792,False
170-527,False
26-707,False
447-924,False
584-772,False
91-367,False
50-368,False
21-235,False
188-272,False
412-875,False
707-869,False
101-764,False
310-421,False
3-444,True
239-516,False
507-630,False
342-746,False
66-71,False
242-346,False
273-707,False
445-912,False
615-819,False
669-738,False
287-440,False
551-560,False
66-287,False
355-569,False
170-830,False
683-854,False
26-924,False
50-101,False
54-641,False
344-401,False
442-653,False
508-511,False
476-510,False
428-579,False
294-924,False
850-869,False
400-754,False
226-918,False
716-812,False
189-257,False
115-119,False
294-497,False
197-599,False
211-669,False
281-588,False
431-444,False
229-733,False
107-235,False
292-591,False
124-287,False
107-503,False
662-699,False
480-674,False
321-753,False
336-436,False
17-199,False
261-305,False
739-941,False
825-830,False
229-669,False
416-824,False
274-754,False
215-287,False
467-584,False
55-671,False
364-431,False
123-760,False
772-804,False
95-677,False
421-774,False
223-393,False
189-474,False
410-591,False
363-503,False
192-515,False
424-918,False
50-801,False
285-739,False
66-424,False
355-428,False
153-704,False
90-629,False
247-287,False
514-900,False
123-223,False
468-746,False
599-685,False
3-105,False
712-775,False
480-753,False
436-672,False
55-184,False
272-902,False
206-232,False
319-751,False
273-613,False
346-637,False
523-839,False
324-412,False
188-750,False
31-582,False
261-801,False
4-900,True
19-235,False
834-888,False
10-583,False
422-669,False
55-448,False
15-369,False
409-641,False
195-515,False
137-300,False
572-595,False
315-670,False
310-768,False
1-409,False
436-683,False
277-338,False
367-377,False
156-431,False
301-507,False
577-890,False
427-440,False
277-364,False
830-909,False
296-416,False
412-474,False
538-599,False
161-469,False
395-739,False
21-36,False
753-873,False
143-300,False
239-919,False
123-313,False
257-918,False
124-184,False
235-261,False
649-764,False
24-313,False
14-141,False
222-408,False
40-563,False
515-523,False
107-569,False
26-327,False
44-845,False
178-825,False
199-733,False
15-215,False
684-890,False
189-684,False
90-156,False
261-393,False
133-563,False
643-670,False
113-896,False
310-902,False
113-669,False
211-787,False
753-909,False
24-815,False
25-819,False
161-854,False
693-925,False
140-890,False
834-901,False
192-888,False
674-766,False
89-850,False
160-610,False
344-740,False
76-445,False
495-817,False
113-679,False
215-315,False
495-772,False
283-912,False
390-562,False
130-889,False
71-634,False
615-869,False
674-768,False
174-421,False
399-582,False
205-891,False
42-59,False
61-664,False
36-449,False
10-272,False
71-610,False
51-59,False
30-787,False
424-581,False
753-883,False
732-941,False
679-890,False
576-887,False
857-937,False
582-883,False
21-219,False
395-780,False
495-591,False
363-842,False
378-924,False
329-857,False
329-754,False
916-927,False
91-740,False
367-780,False
422-497,False
188-880,False
177-830,False
754-814,False
431-580,False
595-653,False
324-825,False
403-563,False
409-683,False
591-669,False
742-753,False
739-804,False
209-869,False
505-900,False
14-551,False
696-853,False
90-836,False
814-854,False
195-393,False
246-627,False
156-215,False
91-816,False
367-821,False
29-369,False
90-742,False
187-887,False
10-693,False
514-735,False
105-119,False
327-376,False
308-410,False
38-211,False
499-640,False
19-275,False
458-925,False
30-640,False
24-410,False
452-640,False
448-766,False
139-531,False
42-510,False
49-222,False
640-772,False
197-673,False
344-653,False
338-824,False
141-474,False
812-937,False
130-750,False
153-933,False
376-772,False
19-514,False
416-910,False
222-603,False
107-918,False
137-912,False
107-815,False
427-692,False
313-889,False
209-497,False
287-937,False
551-670,False
804-845,False
11-671,False
10-341,False
876-890,False
86-503,False
287-803,False
364-830,False
36-141,False
151-551,False
137-649,False
382-615,False
638-934,False
240-403,False
292-508,False
133-674,False
54-693,False
683-942,False
43-615,False
110-774,False
408-834,False
48-369,False
775-857,False
448-507,False
446-890,False
428-442,False
51-514,False
107-416,False
283-560,False
272-677,False
51-538,False
327-712,False
215-925,False
667-764,False
29-627,False
107-728,False
226-584,False
316-750,False
696-755,False
467-830,False
368-819,False
438-637,False
137-541,False
95-161,False
184-219,False
368-925,False
76-704,False
54-474,False
641-812,False
187-316,False
344-861,False
292-712,False
275-805,False
51-834,False
169-653,False
274-300,False
257-505,False
101-382,False
541-821,False
444-739,False
135-257,False
222-638,False
178-684,False
376-824,False
141-830,False
267-669,False
76-563,False
603-733,False
308-839,False
59-804,False
551-859,False
607-707,False
634-641,False
40-400,False
76-377,False
124-390,False
444-934,False
440-556,False
572-850,False
232-640,False
775-836,False
377-603,False
469-861,False
140-674,False
307-803,False
80-850,False
444-538,False
61-294,False
859-891,False
294-421,False
742-873,False
26-503,False
378-476,False
401-577,False
449-514,False
197-670,False
21-510,False
26-734,False
682-840,False
55-447,False
358-445,False
31-410,False
313-716,False
732-909,False
371-615,False
170-274,False
133-307,False
487-898,False
476-923,False
54-679,False
346-803,False
103-933,False
499-923,False
135-538,False
153-409,False
448-710,False
569-754,False
17-610,False
226-446,False
516-923,False
121-833,False
467-898,False
378-900,False
382-923,False
38-242,False
688-842,False
50-707,False
130-170,False
115-229,False
285-371,False
187-640,False
95-273,False
169-735,False
139-693,False
42-247,False
305-896,False
5-27,True
135-629,False
112-315,False
379-408,False
209-812,False
133-919,False
21-615,False
118-338,False
377-527,False
126-900,False
19-910,False
206-408,False
487-683,False
264-924,False
222-344,False
1-839,False
469-526,False
746-760,False
197-850,False
206-211,False
486-630,False
707-861,False
78-563,False
817-842,False
662-888,False
61-640,False
610-898,False
859-898,False
531-576,False
285-369,False
43-843,False
232-937,False
113-637,False
42-581,False
410-541,False
395-579,False
511-890,False
36-169,False
205-778,False
813-900,False
55-824,False
428-688,False
393-669,False
44-130,False
685-922,False
308-683,False
232-689,False
287-910,False
316-556,False
156-774,False
346-909,False
499-692,False
121-239,False
48-359,False
71-732,False
123-853,False
229-496,False
66-786,False
229-458,False
400-842,False
95-130,False
43-139,False
215-595,False
751-844,False
151-371,False
812-922,False
226-888,False
14-301,False
53-661,False
317-916,False
305-502,False
369-772,False
71-211,False
135-923,False
308-467,False
280-368,False
130-151,False
205-531,False
345-664,False
339-416,False
82-184,False
377-753,False
85-103,False
824-865,False
132-496,False
24-327,False
267-572,False
49-887,False
341-834,False
465-801,False
511-937,False
514-861,False
43-833,False
130-246,False
449-839,False
315-711,False
170-682,False
55-486,False
281-710,False
126-246,False
338-523,False
319-630,False
285-830,False
452-496,False
689-891,False
423-739,False
312-410,False
140-359,False
188-861,False
693-923,False
643-786,False
123-935,False
476-723,False
751-814,False
86-673,False
813-822,False
774-924,False
308-735,False
689-775,False
130-502,False
376-787,False
208-300,False
21-909,False
327-424,False
141-346,False
712-843,False
775-934,False
24-85,False
643-813,False
187-474,False
338-421,False
119-873,False
312-342,False
541-774,False
53-205,False
312-400,False
24-744,False
421-440,False
377-836,False
327-850,False
124-277,False
364-569,False
431-813,False
187-692,False
10-447,False
44-562,False
772-774,False
292-803,False
379-560,False
137-780,False
364-377,False
83-551,False
132-487,False
313-672,False
438-768,False
65-344,False
401-474,False
514-599,False
137-324,False
563-649,False
27-523,False
71-774,False
161-319,False
208-641,False
140-942,False
83-778,False
688-711,False
40-445,False
308-817,False
321-732,False
10-876,False
557-664,False
364-822,False
36-399,False
76-751,False
115-902,False
137-301,False
744-792,False
107-326,False
514-734,False
202-662,False
431-857,False
76-603,False
308-591,False
305-744,False
43-923,False
502-751,False
287-527,False
76-746,False
49-192,False
465-523,False
211-739,False
40-294,False
208-661,False
468-643,False
489-723,False
112-189,False
371-933,False
107-821,False
440-901,False
151-876,False
627-922,False
526-527,False
273-395,False
545-699,False
126-308,False
80-468,False
257-339,False
15-772,False
55-531,False
48-538,False
247-556,False
603-649,False
195-229,False
308-696,False
833-902,False
274-933,False
124-486,False
486-816,False
467-816,False
11-296,False
11-447,False
189-229,False
202-707,False
15-358,False
246-699,False
305-403,False
273-275,False
192-336,False
71-599,False
24-839,False
368-551,False
294-580,False
86-563,False
151-379,False
36-416,False
107-280,False
80-401,False
474-653,False
287-591,False
281-723,False
458-850,False
742-922,False
662-712,False
53-839,False
76-140,False
44-178,False
65-421,False
371-836,False
582-682,False
10-48,False
187-710,False
329-836,False
25-613,False
163-414,False
101-247,False
240-444,False
247-670,False
419-919,False
21-610,False
1-824,False
641-922,False
137-223,False
170-716,False
515-922,False
467-582,False
427-465,False
43-840,False
313-377,False
641-782,False
508-563,False
169-419,False
273-412,False
115-446,False
474-830,False
317-497,False
112-195,False
476-942,False
580-927,False
280-716,False
242-541,False
257-531,False
503-641,False
409-698,False
689-733,False
78-458,False
115-338,False
427-737,False
444-462,False
467-766,False
329-563,False
369-469,False
24-560,False
321-669,False
7-607,False
405-438,False
423-757,False
169-679,False
151-667,False
723-732,False
591-902,False
579-813,False
103-707,False
438-822,False
143-427,False
178-512,False
505-733,False
580-925,False
462-496,False
85-638,False
91-382,False
65-744,False
187-431,False
351-814,False
14-709,False
130-579,False
232-376,False
751-817,False
538-918,False
61-133,False
219-772,False
751-937,False
516-696,False
728-812,False
560-764,False
446-891,False
19-416,False
226-514,False
40-812,False
43-83,False
659-750,False
272-557,False
300-813,False
698-919,False
482-576,False
355-912,False
369-900,False
363-869,False
444-514,False
316-579,False
815-918,False
468-527,False
523-679,False
132-358,False
25-215,False
219-280,False
68-141,False
414-889,False
112-143,False
189-307,False
588-751,False
197-707,False
177-329,False
735-898,False
401-925,False
709-755,False
107-123,False
341-888,False
26-814,False
105-753,False
814-935,False
83-714,False
414-442,False
132-281,False
287-313,False
7-786,False
378-458,False
89-813,False
883-890,False
401-434,False
497-643,False
805-880,False
189-883,False
436-836,False
416-786,False
119-160,False
26-137,False
197-869,False
19-76,False
307-693,False
363-887,False
448-738,False
95-499,False
501-938,False
296-677,False
38-812,False
640-738,False
405-659,False
545-582,False
316-682,False
178-476,False
507-898,False
281-514,False
26-787,False
95-563,False
522-890,False
11-497,False
822-901,False
307-523,False
187-232,False
603-688,False
208-379,False
408-469,False
229-760,False
664-938,False
25-935,False
48-305,False
85-836,False
27-889,False
110-780,False
674-836,False
27-670,False
226-934,False
465-674,False
177-192,False
345-541,False
744-844,False
61-844,False
714-734,False
53-572,False
462-902,False
850-861,False
107-876,False
415-458,False
54-523,False
91-315,False
215-757,False
711-912,False
465-896,False
664-927,False
346-355,False
502-814,False
118-580,False
11-399,False
141-434,False
358-787,False
29-163,False
19-896,False
49-273,False
170-239,False
40-174,False
15-613,False
107-661,False
272-523,False
29-538,False
452-753,False
431-468,False
659-711,False
428-508,False
101-124,False
140-160,False
223-364,False
607-682,False
163-861,False
379-514,False
723-919,False
292-316,False
101-801,False
710-812,False
267-653,False
511-670,False
316-712,False
19-508,False
376-445,False
588-638,False
308-780,False
643-922,False
419-890,False
83-160,False
30-119,False
355-901,False
151-599,False
336-698,False
319-603,False
399-778,False
44-538,False
572-688,False
137-449,False
80-744,False
358-683,False
257-442,False
54-637,False
588-880,False
119-610,False
184-637,False
119-830,False
54-722,False
468-607,False
791-816,False
54-424,False
126-684,False
551-557,False
419-822,False
424-819,False
444-792,False
707-815,False
419-753,False
683-912,False
36-436,False
615-814,False
399-819,False
174-367,False
358-875,False
898-923,False
208-737,False
409-508,False
792-853,False
363-511,False
468-755,False
371-499,False
112-714,False
673-941,False
562-710,False
747-778,False
382-499,False
76-916,False
405-757,False
95-476,False
78-316,False
123-712,False
61-382,False
326-757,False
610-712,False
83-629,False
184-859,False
744-934,False
275-738,False
308-469,False
232-408,False
588-750,False
688-811,False
316-922,False
126-935,False
458-696,False
229-495,False
277-747,False
499-742,False
112-557,False
50-326,False
672-919,False
414-422,False
2-377,False
399-499,False
202-452,False
222-933,False
151-772,False
723-857,False
409-541,False
560-819,False
277-817,False
43-55,False
112-502,False
766-811,False
163-688,False
412-659,False
285-757,False
272-495,False
511-541,False
395-615,False
275-442,False
599-747,False
119-859,False
757-819,False
296-845,False
76-405,False
153-447,False
345-557,False
436-782,False
421-497,False
363-732,False
371-400,False
423-935,False
188-465,False
141-582,False
124-888,False
414-674,False
239-445,False
495-853,False
346-825,False
556-576,False
673-844,False
40-738,False
53-184,False
141-522,False
80-640,False
709-925,False
209-507,False
123-742,False
395-465,False
40-859,False
667-840,False
85-880,False
19-369,False
346-427,False
36-811,False
24-436,False
66-423,False
301-487,False
76-449,False
653-825,False
105-840,False
223-444,False
319-595,False
422-754,False
51-264,False
714-898,False
135-875,False
545-821,False
716-819,False
151-355,False
804-916,False
119-811,False
36-679,False
300-495,False
223-503,False
202-444,False
66-576,False
638-909,False
206-869,False
25-26,False
123-341,False
101-449,False
246-416,False
496-649,False
313-382,False
661-669,False
408-452,False
150-508,False
638-830,False
226-902,False
345-711,False
91-474,False
709-786,False
132-219,False
232-804,False
526-722,False
233-280,False
308-919,False
326-582,False
219-791,False
233-922,False
246-830,False
315-526,False
121-812,False
17-588,False
416-659,False
50-281,False
115-296,False
124-305,False
510-667,False
211-300,False
42-442,False
101-672,False
307-923,False
76-482,False
474-515,False
301-315,False
235-468,False
764-853,False
15-496,False
583-738,False
390-711,False
757-935,False
419-508,False
615-674,False
296-825,False
103-405,False
321-924,False
65-733,False
202-522,False
118-393,False
174-733,False
582-692,False
21-395,False
685-821,False
10-501,False
707-859,False
178-223,False
209-677,False
405-653,False
476-822,False
205-514,False
54-113,False
143-281,False
305-630,False
737-909,False
440-462,False
119-469,False
345-378,False
502-875,False
43-462,False
17-615,False
804-902,False
638-751,False
442-744,False
503-522,False
135-768,False
89-757,False
583-861,False
140-854,False
510-572,False
153-699,False
649-693,False
339-505,False
861-865,False
395-812,False
226-326,False
449-670,False
206-448,False
427-919,False
588-865,False
215-738,False
859-889,False
436-737,False
26-887,False
202-935,False
29-427,False
112-510,False
21-653,False
215-444,False
170-637,False
281-545,False
229-444,False
233-782,False
346-925,False
423-805,False
76-674,False
746-778,False
206-925,False
49-400,False
692-786,False
501-774,False
801-918,False
112-511,False
447-750,False
132-817,False
367-925,False
209-778,False
126-446,False
89-723,False
233-737,False
712-754,False
300-358,False
312-764,False
188-541,False
378-833,False
24-603,False
412-780,False
327-412,False
40-469,False
476-486,False
569-775,False
351-367,False
842-890,False
431-607,False
834-844,False
393-507,False
424-737,False
44-875,False
110-556,False
496-824,False
115-434,False
296-760,False
698-934,False
68-359,False
242-822,False
538-815,False
110-280,False
50-669,False
839-850,False
764-812,False
670-734,False
49-545,False
503-696,False
14-163,False
40-447,False
416-859,False
378-707,False
733-782,False
287-480,False
95-379,False
514-778,False
82-505,False
202-267,False
139-873,False
141-184,False
319-902,False
296-395,False
423-787,False
629-850,False
49-845,False
71-782,False
169-436,False
305-595,False
10-423,False
42-774,False
489-738,False
499-502,False
197-778,False
130-653,False
215-442,False
551-803,False
156-775,False
126-393,False
113-209,False
707-925,False
10-305,False
222-760,False
11-450,False
569-854,False
630-865,False
66-496,False
750-922,False
817-941,False
215-560,False
25-502,False
115-487,False
285-379,False
516-685,False
401-527,False
659-742,False
669-787,False
126-174,False
812-822,False
229-541,False
123-674,False
501-613,False
124-861,False
17-427,False
3-163,False
811-876,False
319-445,False
66-582,False
465-888,False
267-458,False
358-379,False
66-368,False
163-891,False
272-843,False
308-395,False
89-764,False
178-321,False
247-422,False
223-442,False
603-934,False
50-219,False
545-682,False
38-90,False
140-170,False
17-395,False
783-833,False
698-811,False
25-689,False
30-850,False
495-742,False
105-467,False
50-876,False
292-909,False
135-438,False
382-641,False
21-792,False
336-444,False
40-434,False
489-902,False
267-754,False
229-933,False
390-482,False
434-447,False
607-900,False
2-358,False
317-376,False
927-935,False
61-103,False
130-742,False
48-584,False
412-497,False
875-883,False
499-672,False
531-679,False
427-751,False
98-698,False
86-716,False
169-300,False
61-474,False
408-822,False
261-768,False
487-572,False
371-377,False
448-551,False
511-557,False
280-410,False
692-890,False
699-902,False
21-29,False
174-754,False
482-819,False
315-379,False
19-710,False
922-941,False
11-86,False
857-898,False
53-378,False
25-615,False
452-514,False
312-316,False
615-629,False
310-507,False
38-240,False
226-768,False
65-446,False
95-327,False
31-711,False
423-887,False
226-505,False
613-844,False
246-692,False
791-901,False
531-738,False
888-898,False
184-556,False
202-673,False
901-918,False
66-161,False
150-738,False
124-572,False
468-805,False
19-722,False
422-925,False
338-468,False
85-123,False
305-673,False
436-933,False
174-427,False
281-811,False
112-444,False
239-688,False
187-844,False
115-442,False
40-937,False
465-941,False
670-699,False
105-815,False
27-768,False
296-486,False
526-673,False
192-722,False
26-367,False
661-857,False
326-495,False
95-783,False
562-898,False
346-774,False
49-716,False
615-689,False
68-523,False
345-508,False
71-281,False
307-503,False
581-900,False
344-815,False
36-787,False
86-629,False
316-746,False
25-342,False
342-560,False
313-873,False
327-446,False
177-922,False
436-842,False
351-511,False
363-588,False
78-280,False
19-476,False
757-909,False
223-410,False
563-824,False
21-685,False
562-599,False
95-123,False
465-482,False
316-640,False
130-319,False
674-834,False
313-942,False
283-502,False
367-916,False
469-723,False
414-876,False
86-264,False
189-409,False
775-801,False
448-714,False
440-753,False
327-531,False
177-883,False
912-937,False
707-898,False
321-830,False
336-662,False
177-497,False
113-163,False
363-627,False
202-419,False
189-711,False
371-704,False
446-659,False
177-503,False
29-68,False
679-801,False
301-610,False
30-822,False
444-699,False
440-887,False
737-910,False
132-682,False
156-414,False
118-242,False
86-192,False
710-830,False
786-923,False
48-287,False
2-223,False
562-861,False
423-671,False
195-845,False
103-300,False
403-942,False
15-909,False
693-912,False
467-714,False
65-336,False
489-778,False
59-742,False
89-792,False
336-845,False
177-692,False
10-83,False
126-830,False
667-869,False
169-431,False
78-419,False
42-345,False
760-804,False
24-229,False
403-757,False
130-355,False
408-421,False
515-711,False
405-843,False
515-942,False
246-315,False
115-422,False
351-505,False
412-501,False
174-379,False
523-834,False
188-321,False
7-584,False
43-811,False
313-584,False
836-925,False
447-754,False
31-140,False
326-436,False
48-510,False
562-740,False
766-850,False
747-819,False
414-746,False
17-43,False
791-875,False
19-313,False
192-448,False
898-909,False
126-476,False
576-934,False
195-233,False
667-684,False
71-766,False
412-531,False
19-177,False
110-345,False
364-514,False
202-599,False
393-825,False
153-272,False
95-211,False
223-891,False
17-896,False
169-918,False
29-188,False
482-497,False
156-341,False
105-916,False
267-688,False
29-910,False
844-922,False
126-215,False
627-857,False
403-551,False
169-572,False
222-853,False
351-416,False
723-757,False
450-803,False
1-935,False
300-556,False
1-562,False
423-941,False
390-563,False
184-629,False
629-909,False
281-778,False
599-859,False
232-324,False
121-296,False
572-889,False
209-610,False
192-689,False
139-722,False
189-482,False
710-755,False
130-677,False
393-667,False
511-817,False
344-735,False
551-728,False
421-692,False
101-689,False
53-300,False
811-883,False
277-821,False
403-688,False
344-438,False
160-842,False
390-414,False
363-674,False
281-515,False
239-452,False
307-768,False
722-901,False
751-754,False
61-923,False
613-772,False
29-446,False
755-935,False
36-843,False
30-754,False
287-890,False
693-707,False
115-672,False
610-732,False
118-834,False
50-247,False
412-421,False
783-865,False
163-659,False
627-845,False
338-591,False
510-787,False
377-792,False
80-446,False
112-569,False
103-450,False
107-659,False
7-321,False
307-938,False
376-434,False
659-865,False
782-910,False
474-825,False
4-919,True
401-901,False
508-722,False
223-865,False
178-458,False
246-599,False
445-909,False
226-919,False
312-850,False
161-579,False
132-896,False
630-801,False
31-274,False
133-412,False
281-378,False
342-922,False
83-440,False
2-843,False
83-140,False
223-825,False
78-853,False
36-859,False
310-918,False
436-760,False
143-861,False
294-753,False
368-390,False
613-738,False
42-580,False
312-637,False
233-273,False
580-751,False
613-649,False
486-522,False
502-876,False
662-815,False
107-861,False
511-583,False
294-378,False
603-927,False
774-822,False
275-735,False
505-714,False
591-791,False
178-215,False
526-783,False
21-696,False
61-716,False
101-226,False
317-410,False
308-775,False
774-780,False
7-572,False
140-301,False
10-786,False
503-515,False
469-825,False
822-900,False
150-824,False
135-153,False
151-399,False
240-669,False
327-514,False
130-693,False
607-696,False
649-918,False
153-942,False
409-545,False
782-918,False
105-541,False
285-458,False
76-222,False
139-538,False
324-888,False
187-428,False
189-202,False
68-351,False
285-317,False
487-599,False
830-833,False
682-732,False
115-801,False
638-778,False
312-859,False
14-496,False
2-876,False
119-599,False
296-409,False
563-854,False
107-804,False
579-667,False
151-326,False
364-641,False
316-739,False
436-923,False
319-801,False
27-423,False
499-671,False
30-527,False
208-674,False
169-208,False
209-865,False
209-883,False
115-865,False
51-219,False
427-603,False
603-699,False
480-557,False
296-772,False
1-206,False
447-916,False
150-499,False
132-261,False
280-737,False
143-672,False
170-226,False
53-132,False
577-859,False
65-689,False
55-133,False
247-898,False
495-734,False
169-822,False
468-469,False
61-415,False
118-414,False
512-853,False
640-672,False
324-942,False
514-927,False
531-805,False
17-787,False
446-692,False
859-918,False
450-670,False
226-861,False
61-812,False
195-206,False
177-467,False
412-584,False
242-839,False
630-728,False
90-588,False
326-859,False
786-876,False
232-292,False
83-264,False
29-775,False
98-345,False
649-865,False
378-638,False
505-712,False
410-665,False
359-754,False
405-603,False
434-774,False
140-305,False
414-502,False
137-436,False
89-825,False
326-887,False
861-887,False
728-938,False
285-707,False
312-499,False
90-709,False
112-467,False
344-854,False
629-822,False
603-692,False
338-900,False
43-562,False
301-738,False
115-206,False
775-923,False
671-876,False
195-526,False
133-527,False
105-572,False
523-696,False
307-735,False
379-551,False
115-400,False
275-345,False
113-342,False
160-551,False
338-367,False
65-853,False
83-782,False
235-595,False
24-698,False
189-821,False
174-707,False
682-716,False
523-711,False
489-854,False
580-805,False
82-833,False
14-780,False
469-707,False
821-876,False
927-942,False
679-922,False
507-629,False
215-541,False
583-923,False
107-857,False
89-662,False
503-792,False
709-742,False
274-580,False
707-740,False
273-422,False
192-431,False
371-830,False
202-803,False
664-916,False
583-839,False
300-512,False
206-511,False
101-229,False
246-444,False
178-774,False
76-327,False
27-516,False
101-467,False
308-813,False
883-938,False
223-778,False
338-469,False
308-486,False
376-757,False
24-68,False
71-813,False
538-640,False
27-458,False
59-368,False
239-843,False
462-801,False
480-505,False
206-379,False
746-896,False
431-811,False
431-502,False
280-902,False
202-699,False
1-192,False
